recipe_urls,recipe_name,serves,cooking_time,difficulty,ingredients,nutrition,ingredients_parsed
https://www.jamieoliver.com/recipes/pasta-recipes/prawn-courgette-spaghetti/,Prawn & courgette spaghetti,6                                                                                                            ,20 minutes                                                    ,"Super easy                                                    
","['2 yellow courgettes', '3 green courgettes', '2 cloves of garlic', '2 fresh red chillies', '1 bunch of fresh dill or flat-leaf parsley', '500 g dried spaghetti', '1 large knob of unsalted butter', 'extra virgin olive oil', '600 g raw peeled prawns, from sustainable sources', '½ lemon', 'Parmesan cheese , optional']","{'Calories': '277', 'Fat': '9.1g', 'Saturates': '3.5g', 'Sugars': '2.8g', 'Protein': '25.8g', 'Carbs': '22.9g'}",courgette courgette garlic spaghetti butter lemon parmesan cheese
https://www.jamieoliver.com/recipes/pork-recipes/pork-spring-green-black-bean-stir-fry/,"Pork, spring green & black bean stir-fry",4                                                                                                            ,15 minutes plus marinating                                                    ,"Not too tricky                                                    
","['2 tablespoons shaoxing wine or dry sherry', '1 tablespoon light soy sauce , plus extra to serve', '1 teaspoon caster sugar', '2 teaspoons cornflour', '4 x 100 g higher-welfare pork shoulder steaks', '2 cloves of garlic', '5cm piece of ginger', ""1 bird's-eye chilli"", '5 spring onions', '400 g spring green vegetables, such as asparagus, tenderstem or purple sprouting broccoli, mange tout, sugar snap peas', '1 tablespoon fermented black beans', '2 tablespoons groundnut oil']","{'Calories': '245', 'Fat': '11.3g', 'Saturates': '2.8g', 'Sugars': '5.7g', 'Protein': '25.3g', 'Carbs': '10.5g'}",shaoxing wine soy caster sugar cornflour pork steak garlic ginger eye onion tenderstem purple sprouting mange sugar snap pea fermented bean
https://www.jamieoliver.com/recipes/vegetables-recipes/veggie-fish-finger-sandwiches/,Veggie ‘fish finger’ sandwiches,6                                                    ,55 minutes                                                    ,"Not too tricky                                                    
","['300 g leftover mash , (made with both sweet potato and potato)', '6 spring onions', 'olive oil', '100 g fresh breadcrumbs', '50 g sweetcorn kernels', '50 g fresh peas , (or frozen, defrosted)', '50 g leftover cooked veg , such as broccoli, cauliflower, carrots a few sprigs of parsley', '¼–½ lemon', '4 tablespoons plain flour', '½ teaspoon sweet smoked paprika', '3 large free-range eggs', '1 soft round lettuce', '2 tablespoons free-range mayonnaise', '2 tablespoons greek-style yoghurt', '6 soft bread rolls']","{'Calories': '274', 'Fat': '5.4g', 'Saturates': '1.3g', 'Sugars': '6.7g', 'Salt': '1.2g', 'Protein': '11.4g', 'Carbs': '48.2g', 'Fibre': '5.1g'}",mash both potato onion sweetcorn kernel pea veg carrot sprig lemon flour paprika egg lettuce mayonnaise greek yoghurt bread roll
https://www.jamieoliver.com/recipes/pasta-recipes/veggie-carbonara/,Veggie carbonara,4 adults or 6 children                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['400 g dried linguine', '4 large free-range eggs', '2 tablespoons soft ricotta cheese', '1 lemon', '100 g fresh or frozen peas', '100 g baby spinach']","{'Calories': '461', 'Fat': '9.4g', 'Saturates': '2.5g', 'Sugars': '4.4g', 'Salt': '0.3g', 'Protein': '22.2g', 'Carbs': '77.5g', 'Fibre': '4.6g'}",linguine egg ricotta cheese lemon pea spinach
https://www.jamieoliver.com/recipes/rice-recipes/rice-peas-with-jerk-roasted-veg/,Rice & peas with jerk roasted veg,6                                                                                                            ,1 hour 50 minutes plus marinating                                                    ,"Showing off                                                    
","['125 g dried red kidney beans , or 1 x 400g tin of kidney beans', '2 cloves of garlic', '2 spring onions', 'a few sprigs of thyme', '½ teaspoon allspice berries', '1 stick of cinamon', '100 g block of coconut cream', '1 scotch bonnet chilli', '400 g brown rice', 'fat-free natural yoghurt', 'JERK MARINADE', '4 spring onions', '½ a bunch of fresh thyme', '3 fresh bay leaves', '1 teaspoon ground cloves', '1 teaspoon ground allspice', '1 teaspoon ground nutmeg', '6 tablespoons white wine vinegar', '1 tablespoon runny honey', '1 scotch bonnet chilli', '4 cloves of garlic', '6 tablespoon golden rum', 'olive oil', 'ROASTED VEG', '1 acorn squash', '1 gem squash', '2 green peppers', '250 g okra', '6 spring onions', '4 cloves of garlic', 'PICKLE', '1 red onion', '1-2 scotch bonnet chillies', '8 tablespoons red wine vinegar', '4 fresh bay leaves', '1 heaped teaspoon sugar']","{'Calories': '528', 'Fat': '9.9g', 'Saturates': '6g', 'Sugars': '13.7g', 'Salt': '0.1g', 'Protein': '14.2g', 'Carbs': '92.4g', 'Fibre': '11.4g'}",kidney bean kidney bean garlic onion sprig allspice berry cinamon block coconut cream scotch bonnet rice yoghurt jerk marinade onion allspice wine honey scotch bonnet garlic golden rum veg acorn squash gem squash okra onion garlic pickle onion scotch bonnet wine sugar
https://www.jamieoliver.com/recipes/vegetables-recipes/rice-lentil-stuffed-aubergines/,Rice & lentil-stuffed aubergines,4                                                                                                            ,1 hour 10 minutes                                                    ,"Not too tricky                                                    
","['2 large classic aubergines', '3 cloves of garlic', '1 onion', '1 bunch of fresh dill', 'olive oil', '2 teaspoons ground cumin', '100 g cooked brown basmati rice', '150 g cooked green lentils', '50 g raisins', '80 g feta cheese', 'Sweet tomato sauce', '400 g tin of chopped tomatoes', '1 clove of garlic', '2 tablespoons extra virgin olive oil', '1 tablespoon caster sugar']","{'Calories': '302', 'Fat': '14.8g', 'Saturates': '4.4g', 'Sugars': '20.8g', 'Salt': '0.9g', 'Protein': '9.7g', 'Carbs': '35.5g', 'Fibre': '6.3g'}",classic aubergine garlic onion rice lentil raisin feta cheese tomato tomato garlic caster sugar
https://www.jamieoliver.com/recipes/vegetables-recipes/curried-cauli-potatoes-chickpeas-spinach/,"Curried cauli, potatoes, chickpeas & spinach",4                                                                                                            ,40 minutes                                                    ,"Not too tricky                                                    
","['1 cauliflower', '800 g potatoes', '2 cloves of garlic', '1 onion', '1 long green chilli', '2 tablespoons olive oil', '2 tablespoons unsalted butter', '1 teasponn turmeric', '1 teaspoon ground cumin', '1 teaspoon ground coriander', '1 teaspoon mustard seeds', '1 teaspoon ground ginger', '1 teaspoon curry powder or garam masala', '1 x 400 g tin of chickpeas', '250 g baby spinach', 'natural yoghurt', '1 lime']","{'Calories': '524', 'Fat': '21.8g', 'Saturates': '8g', 'Sugars': '9.7g', 'Protein': '19.1g', 'Carbs': '56.8g'}",cauliflower potato garlic onion butter teasponn turmeric ginger curry masala chickpea spinach yoghurt lime
https://www.jamieoliver.com/recipes/vegetables-recipes/chickpea-curry/,Chickpea curry,8                                                                                                            ,35 minutes                                                    ,"Not too tricky                                                    
","['2 medium onions', '1 x 400 g tin chickpeas', '1-2 fresh green chillies', '2 tablespoons sunflower oil', '1 teaspoon mustard seeds', '½ teaspoon asafoetida', '1-2 teaspoon sugar , optional', '½ x 400 g tin of tomatoes', '1 teaspoon fresh ginger paste', '1 teaspoon garlic paste', '1 teaspoon green chilli paste', '1 teaspoon red chilli powder', '1 teaspoon turmeric', '1 teaspoon dhana jeera powder', '1-2 teaspoon sugar , optional', 'a few sprigs of fresh coriander', '½ teaspoon garam masala']","{'Calories': '149', 'Fat': '6.3g', 'Saturates': '0.8g', 'Sugars': '4.7g', 'Salt': '0.1g', 'Protein': '5.8g', 'Carbs': '16.3g'}",onion chickpea sunflower sugar tomato ginger paste garlic paste paste turmeric dhana jeera sugar sprig masala
https://www.jamieoliver.com/recipes/pork-recipes/ham-leek-quiche/,Ham & leek quiche,6-8                                                                                                            ,1 hour 10 minutes plus cooling                                                    ,"Not too tricky                                                    
","['2 leeks', '1 shallot', '8 sprigs of fresh thyme', '60 g higher-welfare smoked ham', '10 g unsalted butter', '200 g sprouting broccoli', '1 tablespoon olive oil', '3-4 sheets of filo pastry , (170g)', '3 large free-range eggs', '300 ml semi-skimmed milk', '75 g strong mature Cheddar']","{'Calories': '290', 'Fat': '13.6g', 'Saturates': '5.6g', 'Sugars': '4.5g', 'Protein': '14.8g', 'Carbs': '25.5g'}",leek shallot sprig ham butter sprouting broccoli sheet filo pastry egg semi skimmed milk strong mature cheddar
https://www.jamieoliver.com/recipes/chicken-recipes/mexican-chicken-chilli/,Mexican chicken chilli,4 to 6                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['2 onions', '4 cloves of garlic', '½ a bunch of fresh coriander', '2 free-range chicken breasts', '1 tablespoon olive oil', '1 teaspoon ground cumin', '½ teaspoon ground coriander', '1 whole dried chipotle chilli', '1 pinch of dried chilli flakes', '2 x 400 g tins of chopped tomatoes', '1 x 410 g tin of black beans', '4-6 flour tortillas', '2 gem lettuces', '0% fat Greek–style yoghurt', '1 lime', 'TOMATO SALSA', '1 red pepper', '1 red chilli', '4 ripe tomatoes', '3-4 spring onions', '½ a bunch of fresh coriander', '1 lime']","{'Calories': '547', 'Fat': '7.4g', 'Saturates': '1.3g', 'Sugars': '16g', 'Protein': '46g', 'Carbs': '69.3g'}",onion garlic chicken breast chipotle tomato bean flour tortilla gem lettuce yoghurt lime tomato salsa tomato onion lime
https://www.jamieoliver.com/recipes/rice-recipes/brown-rice-bowl/,Brown rice bowl,2                                                                                                            ,1 hour 5 minutes                                                    ,"Not too tricky                                                    
","['200 g brown sushi rice , (see tip)', '120 g frozen edamame beans , depodded', '2 sheets nori seaweed , (see tip)', '2 tablespoons black sesame seeds , (see tip)', '1 pomegranate', '½ a bunch of fresh coriander , (15g)', 'CITRUS & HONEY DRESSING', '1 lemon', '1 orange', '2 tablespoons runny honey', '2 tablespoons tamari soy sauce', '2 tablespoons Japanese rice vinegar']","{'Calories': '574', 'Fat': '8.3g', 'Saturates': '1.4g', 'Sugars': '18.4g', 'Protein': '20.5g', 'Carbs': '95.3g'}",sushi rice edamame bean depodded sheet nori seaweed sesame pomegranate citrus honey lemon orange honey tamari soy japanese rice
https://www.jamieoliver.com/recipes/turkey-recipes/turkey-coconut-milk-soup/,Turkey & coconut milk soup,4                                                                                                            ,25 minutes                                                    ,"Super easy                                                    
","['2 lemongrass stalks', '3 Thai shallots', '2 bird’s-eye chillies', '1 thumb-sized piece of galangal or ginger', '3 coriander roots , optional', '500 ml organic turkey or chicken stock', '1 x 400 ml tin of light coconut milk', '1 teaspoon palm or soft brown sugar', '3 lime leaves', '100 g oyster mushrooms', '200 g cooked, skinless turkey', '1-2 tablespoons fish sauce', '1/2 lime', 'a few sprigs of fresh coriander']","{'Calories': '180', 'Fat': '3.5g', 'Saturates': '10.8g', 'Sugars': '4.4g', 'Salt': '-g', 'Protein': '7.3g', 'Carbs': '16.1g', 'Fibre': '-g'}",lemongrass shallot eye galangal ginger turkey chicken stock coconut milk palm sugar lime oyster mushroom turkey fish lime sprig
